OBJECTID,CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
926, ,48660,48660,"Wichita Falls, TX","Wichita Falls, TX Metro Area",M1,1,G3110,6784838328,143920414,+33.7761441,-098.5019073,484853.895021127,10054020221.9293
927,558,48700,48700,"Williamsport, PA","Williamsport, PA Metro Area",M1,1,G3110,3182485518,39032440,+41.3438824,-077.0552624,355063.356804863,5720492646.46472
928, ,48780,48780,"Williston, ND","Williston, ND Micro Area",M2,2,G3110,5380949615,181846407,+48.3557649,-103.5013332,561337.403813465,12582485724.9647
929, ,48820,48820,"Willmar, MN","Willmar, MN Micro Area",M2,2,G3110,2065210393,168281911,+45.1527137,-095.0049812,275513.65409537,4490824577.97311
930, ,48900,48900,"Wilmington, NC","Wilmington, NC Metro Area",M1,1,G3110,2754572932,516647220,+34.4260331,-077.8896340,408156.583679729,4819942904.63435
931,178,48940,48940,"Wilmington, OH","Wilmington, OH Micro Area",M2,2,G3110,1058489018,9349888,+39.4302248,-083.7956823,174246.186068068,1791447817.08249
932,468,48980,48980,"Wilson, NC","Wilson, NC Micro Area",M2,2,G3110,951946703,14398771,+35.7003569,-077.9215978,161757.427686721,1468663628.01407
933,548,49020,49020,"Winchester, VA-WV","Winchester, VA-WV Metro Area",M1,1,G3110,2752545068,16892497,+39.2729744,-078.4718276,352272.275014131,4627335823.54564
934,556,49060,49060,"Winfield, KS","Winfield, KS Micro Area",M2,2,G3110,2915648165,17322935,+37.2345068,-096.8372468,272881.093039677,4635831503.81341
935, ,49080,49080,"Winnemucca, NV","Winnemucca, NV Micro Area",M2,2,G3110,24969533319,44196978,+41.4079136,-118.1275915,950839.761598397,44505872592.7641
936, ,49100,49100,"Winona, MN","Winona, MN Micro Area",M2,2,G3110,1621638207,40051890,+43.9822682,-091.7767076,256876.511619831,3210699561.34481
937,268,49180,49180,"Winston-Salem, NC","Winston-Salem, NC Metro Area",M1,1,G3110,5202351920,81366294,+36.0788515,-080.3450642,488378.029575028,8105506653.57006
938,554,49220,49220,"Wisconsin Rapids-Marshfield, WI","Wisconsin Rapids-Marshfield, WI Micro Area",M2,2,G3110,2053901351,42051649,+44.4614126,-090.0388252,268062.662387444,4114309005.37861
